State,Pollster,Grade,Sample,Date,weight,Biden,Bloomberg,Booker,Buttigieg,Klobuchar,Sanders,Steyer,Warren,Yang
Texas,University of Texas at Tyler,B/C,554  rv,Jul-27,0,19,0,1,2,0,14,0,9,0
US,Change Research,C,1204  lv,Jul-26,0,20,0,1,9,3,20,0,22,3
South Carolina,Optimus,C/D,554  lv,Jul-25,0,31,0,2,4,0,9,0,12,1
New Hampshire,Optimus,C/D,587  lv,Jul-25,0,22,0,1,8,0,13,0,16,1
Iowa,Optimus,C/D,630  lv,Jul-25,0,23,0,2,7,0,11,0,23,0
US,USC Dornsife/LA Times,B/C,1827  lv,Jul-25,0,28,0,1,5,1,11,0,10,1
California,Public Policy Institute of California,A/B,766  lv,Jul-23,0,11,0,0,5,0,12,0,15,0
US,Fox News/Beacon Research/Shaw & Co. Research,A-,455  lv,Jul-23,0,33,0,2,5,3,15,1,12,3
US,YouGov,B-,600  lv,Jul-23,0,25,0,2,6,1,13,1,18,2
South Carolina,Monmouth University,A+,405  lv,Jul-22,0,39,0,2,5,1,10,2,9,0
Ohio,Quinnipiac University,B+,556  rv,Jul-22,2.8,31,0,1,6,1,14,1,13,1
US,Morning Consult,B/C,17285  lv,Jul-21,0,33,0,2,5,1,18,1,14,2
US,Swayable,-,1921  lv,7-Jul,0,28,0,3,6,0,18,0,12,1
US,Swayable,-,4004  a,7-Jul,0,25,0,3,5,0,21,0,10,2
Texas,YouGov,B-,838  lv,Jul-18,0,27,0,0,4,1,12,0,16,1
South Carolina,YouGov,B-,915  lv,Jul-18,0,39,0,3,5,1,17,1,12,1
New Hampshire,YouGov,B-,504  lv,Jul-18,0,27,0,1,7,1,20,1,18,1
Iowa,YouGov,B-,576  lv,Jul-18,0,24,0,3,7,4,19,2,17,0
California,YouGov,B-,1404  lv,Jul-18,2.4,24,0,1,6,1,16,1,19,1
Michigan,Climate Nexus,-,324  lv,Jul-17,0.8,35,0,2,4,1,16,1,14,1
US,Harris Insights & Analytics,C+,910  rv,Jul-17,0,26,0,2,4,1,14,1,9,1
Tennessee,SurveyMonkey,D-,128  rv,Jul-16,0.2,33,0,1,6,1,13,0,18,0
Mississippi,SurveyMonkey,D-,282  rv,Jul-16,0.2,47,0,3,3,1,21,0,7,0
Georgia,SurveyMonkey,D-,402  rv,Jul-16,0.3,31,0,2,5,2,12,0,13,4
Alabama,SurveyMonkey,D-,257  rv,Jul-16,0.2,36,0,2,5,0,15,0,9,1
US,SurveyMonkey,D-,5548  rv,Jul-16,0.3,25,0,3,8,1,16,0,16,2
US,YouGov,B-,572  lv,Jul-16,0,23,0,3,7,1,13,1,15,1
California,Quinnipiac University,B+,519  rv,Jul-15,2.6,21,0,1,3,0,18,0,16,2
New Hampshire,University of New Hampshire,B,386  lv,Jul-15,0,24,0,2,10,0,19,0,19,1
US,YouGov,B-,1097  lv,Jul-14,0,25,0,1,6,0,16,0,23,2
Colorado,Public Policy Polling,B,561  v,Jul-14,1.6,22,0,0,7,0,15,0,19,0
US,Morning Consult,B/C,16504  lv,Jul-14,0,32,0,2,5,1,19,0,14,2
US,Harris Insights & Analytics,C+,446  rv,Jul-13,0,29,0,1,1,1,16,0,9,0
New Hampshire,St. Anselm,-,351  lv,7-Dec,0,21,0,1,12,3,10,0,17,5
Missouri,Remington Research Group,C-,1122  lv,7-Nov,0,43,0,0,5,0,4,0,15,0
California,Change Research,C,1609  lv,7-Nov,0,17,0,1,8,1,20,0,22,2
South Carolina,Fox News/Beacon Research/Shaw & Co. Research,A-,701  lv,7-Oct,0,35,0,3,2,0,14,0,5,1
New Hampshire,Change Research,C,1084  lv,7-Sep,1.1,19,0,1,13,1,20,0,22,1
US,NBC News/Wall Street Journal,A/B,400  lv,7-Sep,0,26,0,1,7,1,13,0,19,2
US,YouGov,B-,592  lv,7-Sep,0,22,0,1,5,1,11,0,17,1
Wisconsin,Change Research,C,1261  lv,7-Apr,0,18,0,3,15,1,19,0,19,1
US,Emerson College,A-,481  lv,7-Aug,0,30,0,2,5,1,15,0,15,3
US,Morning Consult,B/C,16599  lv,7-Jul,0,31,0,2,6,1,19,0,13,1
South Carolina,Change Research,C,421  lv,7-Apr,0,27,0,6,6,0,16,0,15,1
New Hampshire,Change Research,C,420  lv,7-Apr,0,13,0,2,14,1,26,0,24,2
Iowa,Change Research,C,420  lv,7-Apr,0,16,0,1,25,1,16,0,18,1
US,Ipsos,B-,1173  rv,7-Feb,0,24,0,1,4,1,17,0,11,3
US,YouGov,B-,631  lv,7-Feb,0,21,0,2,9,1,10,0,18,0
US,Ipsos,B-,1367  a,7-Feb,0,22,0,1,3,0,16,0,9,2
US,YouGov Blue/Data for Progress,-,1522  lv,7-Feb,0,23,0,2,7,1,15,0,22,2
US,Change Research,C,1185  lv,7-Jan,0,18,0,0,10,1,17,0,22,2
Iowa,David Binder Research,-,600  lv,7-Jan,0,17,0,2,10,4,12,0,20,1
US,ABC News/Washington Post,A+,460  a,7-Jan,0,29,0,1,4,2,23,0,11,1
US,ABC News/Washington Post,A+,397  rv,7-Jan,0,30,0,1,4,2,19,0,12,0
US,ABC News/Washington Post,A+,460  a,7-Jan,0,25,0,0,3,1,18,0,9,1
US,ABC News/Washington Post,A+,397  rv,7-Jan,0,28,0,0,3,1,16,0,10,1
US,Quinnipiac University,B+,554  rv,7-Jan,0,22,0,3,4,1,13,0,14,1
Iowa,Suffolk University,A-,500  lv,7-Jan,0,24,0,2,6,2,9,0,13,1
US,Harris Insights & Analytics,C+,882  rv,7-Jan,0,28,0,2,4,1,14,0,9,1
California,Capitol Weekly,-,703  lv,Jun-30,0,23,0,2,8,1,19,0,23,2
US,Harris Insights & Analytics,C+,909  rv,Jun-30,0,41,0,0,0,0,0,0,40,0
US,Harris Insights & Analytics,C+,449  rv,Jun-30,0,33,0,2,6,0,15,0,9,1
US,SSRS,A/B,656  rv,Jun-30,0,22,0,3,4,2,14,0,15,1
US,Harris Insights & Analytics,C+,909  rv,Jun-30,0,0,0,0,0,0,41,0,36,0
US,Harris Insights & Analytics,C+,909  rv,Jun-30,0,41,0,0,0,0,40,0,0,0
US,Harris Insights & Analytics,C+,909  rv,Jun-30,0,0,0,0,0,0,0,0,35,0
US,Harris Insights & Analytics,C+,909  rv,Jun-30,0,0,0,0,0,0,41,0,0,0
US,Harris Insights & Analytics,C+,909  rv,Jun-30,0,40,0,0,0,0,0,0,0,0
US,Harris Insights & Analytics,C+,909  rv,Jun-30,0,28,0,2,4,1,14,0,8,1
US,Morning Consult,B/C,2485  lv,Jun-30,0,31,0,3,6,1,17,0,14,1
US,Harris Insights & Analytics,C+,845  rv,Jun-29,0,34,1,3,3,1,15,0,11,1
US,Harris Insights & Analytics,C+,903  rv,Jun-29,0,27,0,3,3,1,18,0,8,1
US,Harris Insights & Analytics,C+,888  rv,Jun-28,0,30,0,3,4,1,20,0,10,1
US,Morning Consult,B/C,2407  lv,Jun-28,0,33,0,3,6,1,19,0,12,2
US,Harris Insights & Analytics,C+,889  rv,Jun-27,0,31,0,2,4,1,17,0,10,1
US,Morning Consult,B/C,2041  lv,Jun-27,0,33,0,4,5,1,17,0,17,1
US,YouGov Blue/Data for Progress,-,1402  lv,Jun-26,0,30,0,2,7,1,16,0,24,2
US,Harris Insights & Analytics,C+,892  rv,Jun-26,0,29,0,1,3,1,17,0,9,1
US,Morning Consult,B/C,7150  lv,Jun-26,0,35,0,3,6,1,18,0,12,1
US,Echelon Insights,-,484  rv,Jun-25,0,56,0,0,0,0,0,0,26,0
US,Echelon Insights,-,484  rv,Jun-25,0,57,0,0,0,0,27,0,0,0
US,Echelon Insights,-,484  rv,Jun-25,0,32,0,2,9,1,15,0,11,1
US,YouGov,B-,522  lv,Jun-25,0,24,0,2,5,1,15,0,18,1
Maine,Gravis Marketing,C+,243  rv,Jun-24,0.8,25,0,3,8,0,15,0,17,5
US,McLaughlin & Associates,C/D,459  lv,Jun-24,0,34,0,2,6,1,17,0,11,1
US,Emerson College,A-,457  lv,Jun-24,0,34,0,3,6,1,27,0,14,1
Florida,St. Pete Polls,C+,2022  lv,Jun-23,1.5,47,0,3,8,0,8,0,12,0
US,Morning Consult,B/C,16188  lv,Jun-23,0,38,0,3,7,1,19,0,13,2
US,Change Research,C,1071  lv,Jun-21,0,24,0,2,13,1,22,0,22,1
Mississippi,Chism Strategies,-,523  lv,Jun-21,0.8,50,0,2,2,1,7,0,7,0
South Carolina,Change Research,C,308  lv,Jun-20,0,39,0,5,11,0,13,0,15,2
New Hampshire,Change Research,C,308  lv,Jun-20,0,24,0,0,14,1,28,0,21,1
Iowa,Change Research,C,308  lv,Jun-20,0,27,0,5,17,2,18,0,20,1
US,Park Street Strategies,-,600  lv,6-Apr,0.8,32,0,1,7,2,15,0,13,1
US,Swayable,-,977  lv,6-Mar,0,40,0,4,6,1,20,0,7,0
US,Swayable,-,1961  a,6-Mar,0,36,0,3,5,2,22,0,6,1
US,YouGov,B-,576  lv,Jun-18,0,26,0,2,9,1,13,0,14,1
Florida,Change Research,C,1130  lv,Jun-17,1,33,0,2,15,2,20,0,15,3
US,Monmouth University,A+,306  rv,Jun-17,0,32,0,2,5,1,14,0,15,2
Florida,Quinnipiac University,B+,417  rv,Jun-17,2,41,0,1,8,1,14,0,12,0
US,Morning Consult,B/C,17226  lv,Jun-16,0,38,0,3,7,1,19,0,11,1
US,Suffolk University,A-,385  lv,Jun-15,0,30,0,2,9,0,15,0,10,1
US,Harris Insights & Analytics,C+,424  rv,Jun-15,0,35,0,3,4,1,13,0,7,0
South Carolina,Change Research,C,933  lv,Jun-14,0,37,0,5,11,1,9,0,17,3
US,WPA Intelligence (WPAi),B/C,1000  lv,Jun-13,1.5,35,0,3,8,1,14,0,10,1
South Carolina,YouGov,B-,559  lv,6-Dec,0,45,0,4,6,1,18,0,8,1
New Hampshire,YouGov,B-,448  lv,6-Dec,0,33,0,3,10,1,20,0,17,1
Iowa,YouGov,B-,441  lv,6-Dec,0,30,0,3,11,4,22,0,12,0
US,Fox News/Beacon Research/Shaw & Co. Research,A-,449  lv,6-Dec,0,32,0,3,8,2,13,0,9,2
Minnesota,Change Research,C,772  lv,6-Dec,0.9,20,0,1,11,16,19,0,21,2
Florida,Climate Nexus,-,676  rv,6-Nov,0.8,32,0,2,6,1,16,0,10,2
Nevada,Monmouth University,A+,370  lv,6-Nov,4.4,36,0,2,7,1,13,0,19,2
US,YouGov,B-,513  lv,6-Nov,0,26,0,2,8,1,12,0,16,1
California,"University of California, Berkeley",B/C,2131  lv,6-Oct,0,22,0,1,10,1,17,0,18,1
US,Change Research,C,1621  lv,6-Oct,0,26,0,1,14,1,21,0,19,1
US,Quinnipiac University,B+,503  rv,6-Oct,0,30,0,1,8,1,19,0,15,1
Texas,YouGov,B-,483  lv,6-Sep,0,23,0,1,8,1,12,0,14,0
Massachusetts,Suffolk University,A-,370  lv,6-Sep,0,22,0,1,8,0,6,0,10,1
US,Morning Consult,B/C,17012  lv,6-Sep,0,37,0,3,7,2,19,0,11,1
Virginia,Hampton University,B/C,1126  rv,6-Jun,1.4,36,0,2,11,0,17,0,13,1
New York,Siena College,A-,385  rv,6-Jun,0,0,0,0,0,0,0,0,0,0
Iowa,Selzer & Co.,A+,600  lv,6-May,0,24,0,1,14,2,16,0,15,1
US,Ipsos,B-,2271  rv,6-May,0,31,0,2,5,2,14,0,9,1
US,Ipsos,B-,2525  a,6-May,0,30,0,2,5,1,15,0,8,1
US,Avalanche Strategy,-,1109  lv,6-Mar,0,29,0,0,13,0,17,0,16,0
Texas,Change Research,C,1218  lv,6-Mar,1,24,0,1,8,1,13,0,12,1
California,Capitol Weekly,-,951  lv,May-31,0,29,0,2,9,1,22,0,11,0
Texas,Quinnipiac University,B+,407  rv,6-Apr,0,30,0,1,3,0,15,0,11,1
US,YouGov,B-,550  lv,6-Apr,0,27,0,2,9,1,16,0,11,1
North Carolina,Emerson College,A-,397  lv,6-Mar,2.6,39,0,1,8,1,22,0,15,1
US,Morning Consult,B/C,16587  lv,6-Feb,0,38,0,3,7,1,19,0,10,1
US,Harris Insights & Analytics,C+,431  rv,6-Feb,0,35,0,3,8,1,16,0,5,0
Wisconsin,Zogby Interactive/JZ Analytics,C,238  lv,May-29,0.6,28,0,2,7,3,13,0,14,0
South Carolina,Zogby Interactive/JZ Analytics,C,183  lv,May-29,0.5,36,0,4,7,0,13,0,12,0
Pennsylvania,Zogby Interactive/JZ Analytics,C,246  lv,May-29,0.6,46,0,2,9,0,15,0,8,1
Ohio,Zogby Interactive/JZ Analytics,C,222  lv,May-29,0.6,29,0,3,6,1,19,0,12,3
Michigan,Zogby Interactive/JZ Analytics,C,268  lv,May-29,0.6,27,0,1,9,1,18,0,8,2
Florida,Zogby Interactive/JZ Analytics,C,228  lv,May-29,0.6,34,0,2,6,1,18,0,7,1
Arizona,Zogby Interactive/JZ Analytics,C,197  lv,May-29,0.6,35,0,2,6,0,16,0,10,0
US,SSRS,A/B,412  rv,May-31,0,32,0,3,5,2,18,0,7,1
US,Harris Insights & Analytics,C+,471  rv,May-30,0,36,1,3,5,0,17,0,5,1
US,Harris Insights & Analytics,C+,881  rv,May-30,0,0,0,0,0,0,42,0,0,0
US,Harris Insights & Analytics,C+,881  rv,May-30,0,41,0,0,0,0,0,0,0,0
US,Harris Insights & Analytics,C+,881  rv,May-30,0,43,0,0,0,0,41,0,0,0
US,Harris Insights & Analytics,C+,881  rv,May-30,0,0,0,0,0,0,37,0,40,0
US,Harris Insights & Analytics,C+,881  rv,May-30,0,39,0,0,0,0,0,0,41,0
California,Change Research,C,1649  lv,May-28,0,30,0,1,12,0,23,0,12,1
US,Morning Consult,B/C,16368  lv,May-26,0,38,0,3,7,1,20,0,9,1
US,Harris Insights & Analytics,C+,881  rv,May-25,0,33,0,3,5,1,15,0,7,1
South Carolina,Tel Opinion Research,B/C,600  lv,May-24,0,37,0,2,3,0,10,0,8,0
South Carolina,Tel Opinion Research,B/C,600  lv,May-24,0,70,0,0,0,0,15,0,0,0
South Carolina,Tel Opinion Research,B/C,600  lv,May-24,0,71,0,0,10,0,0,0,0,0
South Carolina,Tel Opinion Research,B/C,600  lv,May-24,0,67,0,0,0,0,0,0,15,0
New Hampshire,Tel Opinion Research,B/C,600  lv,May-22,0,33,0,0,7,0,12,0,11,0
New Hampshire,Tel Opinion Research,B/C,600  lv,May-22,0,63,0,0,21,0,0,0,0,0
New Hampshire,Tel Opinion Research,B/C,600  lv,May-22,0,58,0,0,0,0,0,0,29,0
New Hampshire,Tel Opinion Research,B/C,600  lv,May-22,0,66,0,0,0,0,22,0,0,0
US,Change Research,C,1420  lv,May-21,0,31,0,2,9,1,22,0,15,2
US,Echelon Insights,-,447  rv,May-21,0,66,0,0,0,0,0,0,19,0
US,Echelon Insights,-,447  rv,May-21,0,65,0,0,17,0,0,0,0,0
US,Echelon Insights,-,447  rv,May-21,0,63,0,0,0,0,0,0,0,0
US,Echelon Insights,-,447  rv,May-21,0,61,0,0,0,0,25,0,0,0
US,Echelon Insights,-,447  rv,May-21,0,38,0,2,5,2,16,0,5,1
US,Monmouth University,A+,334  rv,May-20,0,33,0,1,6,3,15,0,10,1
US,Quinnipiac University,B+,454  rv,May-20,0,35,0,3,5,2,16,0,13,1
Florida,Florida Atlantic University,B/C,403  lv,May-19,0,39,0,1,9,1,12,0,12,1
US,Morning Consult,B/C,14830  lv,May-19,0,39,0,3,6,1,19,0,9,1
Iowa,Change Research,C,615  lv,May-19,0,24,0,1,14,2,24,0,12,2
US,Harris Insights & Analytics,C+,448  rv,May-18,0,33,0,1,6,1,14,0,8,1
South Carolina,Crantford Research,-,381  lv,May-16,0.6,42,0,4,8,0,7,0,8,0
US,Fox News/Beacon Research/Shaw & Co. Research,A-,469  lv,May-14,0,35,0,3,6,2,17,0,9,1
Pennsylvania,Quinnipiac University,B+,431  rv,May-14,1.8,39,0,5,6,1,13,0,8,0
US,Ipsos,B-,964  rv,May-14,0,32,0,2,4,1,14,0,7,1
US,Ipsos,B-,1132  a,May-14,0,29,0,2,4,1,13,0,6,1
US,Harris Insights & Analytics,C+,2207  rv,May-13,0,39,0,4,5,2,20,0,8,1
US,Emerson College,A-,429  lv,May-13,0,33,0,1,8,1,25,0,10,1
Nevada,Change Research,C,389  lv,5-Dec,0,29,0,2,13,1,24,0,12,1
US,Morning Consult,B/C,15342  lv,5-Dec,0,39,0,3,6,2,19,0,8,1
US,McLaughlin & Associates,C/D,360  lv,5-Nov,0,30,0,5,4,2,19,0,7,2
Michigan,Denno Research,-,235  lv,5-Oct,0,37,0,3,5,1,16,0,9,0
US,Zogby Interactive/JZ Analytics,C,463  lv,5-Sep,0,37,0,3,7,2,15,0,6,2
South Carolina,Change Research,C,595  lv,5-Sep,0,46,0,4,8,1,15,0,8,2
Florida,Tel Opinion Research,B/C,800  lv,5-Aug,0,39,0,1,3,1,16,0,5,0
New Hampshire,Monmouth University,A+,376  lv,5-Jul,0,36,0,2,9,2,18,0,8,1
US,GBAO,B/C,800  lv,5-May,1.1,36,0,3,5,1,13,0,8,0
California,Capitol Weekly,-,1041  lv,Apr-30,0,20,0,2,19,3,20,0,10,0
Indiana,We Ask America,C-,280  lv,5-May,0.4,33,0,1,20,0,23,0,2,0
New Hampshire,Change Research,C,864  lv,5-May,0,26,0,2,12,1,30,0,9,2
US,Morning Consult,B/C,15770  lv,5-May,0,40,0,3,6,2,19,0,8,1
US,Harris Insights & Analytics,C+,440  rv,5-Apr,0,46,0,3,8,0,14,0,7,1
South Carolina,Optimus,C/D,568  lv,5-Feb,0,48,0,4,5,1,12,0,5,0
New Hampshire,Optimus,C/D,551  lv,5-Feb,0,34,0,1,10,1,16,0,9,0
Iowa,Optimus,C/D,576  lv,5-Feb,0,35,0,2,11,4,14,0,10,0
US,Harris Insights & Analytics,C+,259  rv,5-Jan,0,44,2,3,2,2,14,0,5,0
US,Harris Insights & Analytics,C+,254  rv,5-Jan,0,34,2,5,4,1,17,0,3,2
Virginia,Change Research,C,551  lv,Apr-30,0.7,41,0,3,12,1,20,0,10,1
US,Quinnipiac University,B+,419  rv,Apr-29,0,38,0,2,10,1,11,0,12,1
US,Harris Insights & Analytics,C+,741  rv,Apr-28,0,33,0,3,5,1,16,0,6,0
US,SSRS,A/B,411  rv,Apr-28,0,39,0,2,7,2,15,0,8,1
New Hampshire,Suffolk University,A-,429  lv,Apr-28,0,20,0,3,12,1,12,0,8,1
US,Morning Consult,B/C,15475  lv,Apr-28,0,36,0,3,8,2,22,0,9,2
Texas,Emerson College,A-,342  lv,Apr-28,0,23,0,1,8,3,17,0,7,3
US,ABC News/Washington Post,A+,427  a,Apr-25,0,17,0,1,5,1,11,0,4,0
US,Ipsos,B-,2237  a,Apr-23,0,24,0,3,7,1,15,0,5,1
Texas,Change Research,C,1578  lv,Apr-22,0,0,0,4,21,1,23,0,5,0
Texas,Change Research,C,1578  lv,Apr-22,0,20,0,2,15,1,19,0,5,1
US,Morning Consult,B/C,14335  lv,Apr-21,0,30,0,4,9,2,24,0,7,2
US,Echelon Insights,-,499  rv,Apr-19,0,26,0,3,7,1,22,0,3,2
New Hampshire,University of New Hampshire,B,241  lv,Apr-18,0,12,0,3,11,1,18,0,3,0
Wisconsin,Zogby Interactive/JZ Analytics,C,485  lv,Apr-18,0,24,0,4,10,4,20,0,6,1
New Hampshire,University of New Hampshire,B,241  lv,Apr-18,0,18,0,3,15,2,30,0,5,2
Iowa,Gravis Marketing,C+,590  lv,Apr-18,0.9,19,0,4,14,4,19,0,6,1
US,USC Dornsife/LA Times,B/C,1131  lv,Apr-15,0,30,0,3,3,2,19,0,5,2
US,Monmouth University,A+,330  rv,Apr-15,0,0,0,3,11,2,27,0,8,1
US,Monmouth University,A+,330  rv,Apr-15,0,27,0,2,8,1,20,0,6,0
US,Change Research,C,2518  lv,Apr-15,0,21,0,4,17,2,20,0,8,2
US,Change Research,C,2518  lv,Apr-15,0,0,0,5,21,3,26,0,10,3
US,USC Dornsife/LA Times,B/C,2196  lv,Apr-15,0,27,0,2,2,1,16,0,4,1
US,Morning Consult,B/C,12550  lv,Apr-14,0,0,0,6,9,3,35,0,10,2
US,Morning Consult,B/C,12550  lv,Apr-14,0,31,0,4,7,2,23,0,7,1
US,Emerson College,A-,356  lv,Apr-14,0,24,0,2,9,1,29,0,7,3
Pennsylvania,Muhlenberg College,A+,405  rv,4-Oct,3.2,28,0,3,4,3,16,0,8,0
Iowa,Monmouth University,A+,351  lv,4-Sep,0,27,0,3,9,4,16,0,7,1
California,Change Research,C,2003  lv,4-Sep,0,0,0,5,11,1,28,0,9,1
California,Change Research,C,2003  lv,4-Sep,0,21,0,3,9,1,22,0,8,1
New Hampshire,St. Anselm,-,326  lv,4-Aug,0,23,0,4,11,2,16,0,9,0
California,Quinnipiac University,B+,482  rv,4-Aug,0,26,0,2,7,2,18,0,7,1
US,Morning Consult,B/C,13644  lv,4-Jul,0,32,0,4,5,2,23,0,7,1
Massachusetts,Emerson College,A-,371  lv,4-Jul,2.1,23,0,2,11,2,26,0,14,1
US,Harris Insights & Analytics,C+,370  rv,4-Jun,0,36,0,6,4,2,19,0,6,1
South Carolina,Change Research,C,744  lv,4-Apr,0,0,0,12,12,2,24,0,11,1
South Carolina,Change Research,C,744  lv,4-Apr,0,32,0,9,7,1,14,0,6,1
US,Harris Insights & Analytics,C+,743  rv,Mar-31,0,29,0,4,3,2,18,0,5,1
US,Morning Consult,B/C,12940  lv,Mar-31,0,33,0,4,3,2,25,0,7,0
Nevada,Emerson College,A-,310  lv,Mar-30,0,26,0,2,5,2,23,0,10,3
Pennsylvania,Emerson College,A-,359  lv,Mar-28,2,39,0,4,6,0,20,0,11,1
US,Harris Insights & Analytics,C+,263  rv,Mar-26,0,35,1,4,2,2,17,0,6,1
US,Harris Insights & Analytics,C+,273  rv,Mar-26,0,26,0,3,2,1,18,0,5,2
US,Quinnipiac University,B+,559  rv,Mar-25,0,29,0,2,4,2,19,0,4,0
Iowa,David Binder Research,-,500  lv,Mar-24,0,25,0,7,6,6,17,0,8,1
US,Morning Consult,B/C,13725  lv,Mar-24,0,35,0,4,2,2,25,0,7,0
US,McLaughlin & Associates,C/D,447  lv,Mar-24,0,28,0,3,3,1,17,0,5,0
Iowa,Emerson College,A-,249  lv,Mar-24,0,25,0,6,11,2,24,0,9,0
Alabama,Change Research,C,1200  lv,Mar-23,0.8,42,0,9,3,1,13,0,6,1
Alabama,Change Research,C,1200  lv,Mar-23,0,0,0,14,4,2,27,0,12,1
Florida,Tel Opinion Research,B/C,800  lv,Mar-21,0,37,0,2,0,1,13,0,6,0
US,Fox News/Beacon Research/Shaw & Co. Research,A-,403  lv,Mar-20,0,31,0,4,1,1,23,0,4,1
Oregon,Zogby Interactive/JZ Analytics,C,238  lv,Mar-19,0.4,26,0,4,3,0,27,0,6,4
US,Emerson College,A-,487  lv,Mar-18,0,26,0,3,3,1,26,0,8,1
US,SSRS,A/B,411  rv,Mar-17,0,28,0,3,1,3,19,0,7,0
US,SSRS,A/B,456  a,Mar-17,0,28,0,3,1,3,20,0,6,0
US,Morning Consult,B/C,13551  lv,Mar-17,0,35,0,4,1,2,27,0,7,0
Wisconsin,Emerson College,A-,324  lv,Mar-17,1.8,24,0,2,1,4,39,0,14,1
Iowa,Public Policy Polling,B,678  lv,Mar-15,0,29,0,4,0,6,15,0,8,0
US,Change Research,C,1919  lv,3-Oct,0,36,0,3,2,2,24,0,9,1
US,Change Research,C,1919  lv,3-Oct,0,0,0,5,1,3,36,0,13,2
US,Harris Insights & Analytics,C+,740  rv,3-Oct,0,27,0,4,0,2,19,0,4,1
US,Morning Consult,B/C,15226  lv,3-Oct,0,31,0,4,1,3,27,0,7,0
Michigan,Emerson College,A-,317  lv,3-Oct,0,40,0,3,0,5,23,0,11,0
Iowa,Selzer & Co.,A+,401  lv,3-Jun,0,27,0,3,1,3,25,0,9,0
Florida,Bendixen & Amandi International,B/C,300  lv,3-Apr,0,11,0,1,0,0,5,0,1,0
US,Monmouth University,A+,310  rv,3-Apr,0,0,2,6,0,3,32,0,10,1
US,Monmouth University,A+,310  rv,3-Apr,0,28,2,5,0,3,25,0,8,1
Florida,Bendixen & Amandi International,B/C,300  lv,3-Apr,0.7,26,1,1,0,1,11,0,4,0
US,GBAO,B/C,817  lv,3-Mar,0,28,0,3,0,2,20,0,5,0
US,Morning Consult,B/C,12560  lv,3-Mar,0,31,2,4,1,3,27,0,7,0
South Carolina,Emerson College,A-,291  lv,3-Feb,1.7,37,2,6,0,1,21,0,5,0
New Hampshire,University of New Hampshire,B,240  lv,Feb-26,0,8,0,2,1,3,28,0,2,1
New Hampshire,University of New Hampshire,B,240  lv,Feb-26,0,22,1,3,1,4,26,0,7,0
US,Morning Consult,B/C,15642  lv,Feb-24,0,29,2,4,1,3,27,0,7,0
US,D-CYFOR,-,453  rv,Feb-23,0.5,39,2,4,0,2,14,0,5,0
New Hampshire,Emerson College,A-,405  lv,Feb-22,0,25,2,5,1,8,27,0,9,0
US,Harris Insights & Analytics,C+,337  rv,Feb-20,0,37,3,2,0,0,22,0,4,0
US,Harris Insights & Analytics,C+,346  rv,Feb-20,0,30,2,5,0,0,19,0,4,0
South Carolina,Change Research,C,600  lv,Feb-18,0,0,0,28,1,5,0,0,20,1
South Carolina,Change Research,C,600  lv,Feb-18,0,36,1,10,0,1,14,0,9,1
US,Harris Insights & Analytics,C+,370  rv,Feb-18,0,25,5,4,0,2,11,0,5,0
US,Morning Consult,B/C,15383  lv,Feb-17,0,30,2,5,0,4,21,0,8,0
US,Emerson College,A-,431  lv,Feb-16,0,27,2,9,0,5,17,0,9,0
New Hampshire,YouGov,B-,337  lv,Feb-15,0,28,2,3,0,1,20,0,9,0
California,Change Research,C,948  lv,2-Nov,0,0,0,7,2,0,0,0,23,1
California,Change Research,C,948  lv,2-Nov,0,26,0,3,1,1,20,0,7,0
US,Bold Blue Campaigns,-,500  lv,2-Nov,0.5,12,0,0,0,1,9,0,3,0
US,McLaughlin & Associates,C/D,450  lv,2-Oct,0,25,2,3,0,1,16,0,5,0
US,Morning Consult,B/C,11627  lv,2-Oct,0,29,2,5,0,3,22,0,8,0
US,Morning Consult,B/C,14494  lv,2-Mar,0,30,2,4,0,2,21,0,9,0
South Carolina,Optimus,C/D,557  lv,2-Feb,0,36,0,5,0,1,8,0,4,0
New Hampshire,Optimus,C/D,518  lv,2-Feb,0,22,0,4,0,2,13,0,9,0
Iowa,Optimus,C/D,558  lv,2-Feb,0,25,0,4,0,5,10,0,11,0
US,Morning Consult,B/C,737  rv,2-Feb,0,29,2,5,0,2,16,0,6,0
Iowa,Emerson College,A-,260  lv,2-Feb,0,29,0,4,0,3,15,0,11,0
US,Morning Consult,B/C,14381  lv,Jan-27,0,31,3,3,0,2,21,0,9,0
US,Monmouth University,A+,313  rv,Jan-27,0,29,4,4,0,2,16,0,8,1
US,Morning Consult,B/C,685  rv,Jan-27,0,33,2,3,0,1,15,0,6,0
US,ABC News/Washington Post,A+,447  a,Jan-24,0,9,0,1,0,1,4,0,2,0
US,Morning Consult,B/C,694  rv,Jan-22,0,26,2,4,0,2,16,0,6,0
US,Emerson College,A-,355  lv,Jan-21,0,0,0,0,0,0,0,0,43,0
US,Emerson College,A-,355  lv,Jan-21,0,45,7,8,0,1,5,0,3,0
US,Morning Consult,B/C,14250  lv,Jan-20,0,30,4,3,0,2,23,0,11,0
US,Zogby Interactive/JZ Analytics,C,410  lv,Jan-20,0,25,5,3,0,0,12,0,5,0
US,Zogby Interactive/JZ Analytics,C,410  lv,Jan-20,0,27,8,1,0,0,18,0,9,0
US,Harris Insights & Analytics,C+,479  rv,Jan-16,0,23,5,3,0,0,21,0,4,0
